seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
32,default,yellow-white dwarf (F),false,30.947686,700.37069,543.13904,30.49692,4.4626664,0,false,-0,,4,blue-giant,ambient,0,37,0.71253845,0.46861996,3,0.08947317,0.027708608,taiga,-16.110481,54,304.98148,farming,temperate-rainforest,true,5,0.26938429,3,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",382,507,0.72,0.675,true,true,41,11,solar,lunar,3,4,organized,organized,true,true,true,true,false,11.659574,10.578947,0.11940299,,,,,0.66666667,,true,true,true,true,true,4,2,5.948092,3.5592907,0.034300083,10,0.25350318,0.73356321,26,true,true,true,true,true,true,true,2,1,5,true,2,4,7,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,126,32,48,
33,default,yellow dwarf (G),false,34.207894,431.65614,302.84669,22.103478,0.37864482,2,false,5.5979459,34.704087,4,red-giant,cyclic,0,26,0.73182462,0.35512062,3,0.10534154,0.018993213,ice,-10.122957,57,339.87719,farming,temperate-rainforest,true,5,0.18625398,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",349,545,0.72,0.72,true,true,47,8,solar,lunar,8,6,organized,organized,true,true,true,true,false,19.47619,8.1,0.22093023,,,,,1,,true,true,true,true,true,4,2,6.2874626,3.8656481,0.039451199,9,0.22639964,0.76734534,16,true,true,true,true,true,true,true,2,2,4,true,0,1,9,4,0,0,0,0,,1,1,1,0,0,0,0,1,1,684,24,156,
34,default,yellow-white dwarf (F),false,38.888037,880.38193,543.33333,16.012443,0.71742693,2,false,4.8832254,107.0367,3,red-dwarf,cyclic,0,18,0.73062839,0.45613558,3,0.092158586,0.0098139739,taiga,-16.600371,52,333.01923,farming,temperate-rainforest,true,5,0.14980968,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",332,444,0.765,0.71821756,true,true,45,5,solar,lunar,7,6,organized,organized,true,true,true,true,false,7.4237288,7.6470588,0.30379747,,,,,1,,true,true,true,true,true,4,2,6.0421502,4.1371639,0.032102925,8,0.2503172,0.71848705,22,true,true,true,true,true,true,true,4,1,6,true,0,5,2,8,0,0,0,0,,1,1,1,0,0,0,0,1,1,54,48,40,
35,default,orange dwarf (K),false,33.981773,309.75913,218.77078,2.8267815,1.6177503,0,false,-0,,2,white-dwarf,cyclic,0,17,0.64921146,0.48395852,3,0.035276598,0.011986719,ice,-29.621909,42,287.45238,farming,taiga,true,5,0.19764771,1,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",382,259,0.7565135,0.81,true,true,34,6,solar,solar,1,1,organized,organized,false,true,true,true,false,12.916667,18.5,0,,,,,1,,true,true,true,true,true,4,2,6.2789298,3.4064238,0.045066159,11,0.25645487,0.65502316,26,true,true,true,true,true,true,true,3,2,5,true,1,0,3,3,0,0,0,0,1,,1,1,0,0,0,0,1,1,36,108,160,
36,default,yellow-white dwarf (F),false,16.891725,1066.5243,1515.3328,32.816732,0.66232758,3,false,2.4366398,100.85607,5,red-giant,ambient,0,10,0.64442654,0.39471335,5,0.042283092,0.027952737,ice,-29.802308,38,268.21053,farming,taiga,true,4,0.22478544,11,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",283,313,0.72,0.72,true,true,30,6,solar,lunar,11,9,organized,organized,true,true,true,true,false,8.0192308,10.791667,0.4,,,,,1,,true,true,true,true,true,4,2,5.4634332,3.8291245,0.040525365,7,0.23357364,0.66605146,17,true,true,true,true,true,true,true,5,3,5,true,0,1,5,0,0,0,0,0,,1,1,,0,0,0,0,1,1,60,56,184,
37,default,orange dwarf (K),false,26.63299,335.50736,302.33844,18.689662,0.31190668,2,false,3.7647175,21.925019,4,sun-like,cyclic,0,14,0.69679215,0.46658615,3,0.037400518,0.022777208,ice,-28.444104,28,296.14286,farming,taiga,true,5,0.2078905,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",391,327,0.765,0.72,true,true,25,1,solar,lunar,8,6,organized,organized,true,true,true,true,false,11.487805,9.3846154,0.38596491,,,,,1,,true,true,true,true,true,4,2,5.6317426,3.8407249,0.035056882,7,0.29508857,0.4933039,20,true,true,true,true,true,true,true,2,3,4,true,0,0,4,3,0,0,0,0,,,1,1,0,0,0,0,1,1,45,10,60,
38,default,yellow dwarf (G),false,20.200098,266.16895,316.23881,15.753202,0.51107711,3,false,4.9268212,28.35539,4,orange-giant,cyclic,0,12,0.73912407,0.441793,3,0.147942,0.014354768,tropical-seasonal-forest,9.9353956,67,301.92537,farming,temperate-forest,true,2,0.18622497,11,folk,flat,cyclic,"farmer,chief","digger,shaper,keeper,elders",291,286,0.36,0.54,true,false,39,26,solar,lunar,11,8,folk,organized,true,true,true,true,false,6.2295082,14.761905,0.30841121,,,,,1,,true,true,true,true,true,4,2,6.1767647,3.7198177,0.033201504,9,0.25032753,0.5061317,29,true,true,true,true,true,true,true,4,2,4,true,1,0,6,2,0,0,0,0,1,,1,1,0,0,0,0,1,1,102,32,32,
39,default,yellow dwarf (G),false,28.984705,459.0317,380.08877,30.347629,1.7121121,1,false,1.7252418,20.714688,2,orange-giant,ambient,0,39,0.62084371,0.46648638,3,0.049460476,0.040378888,ice,-28.37511,57,287.19298,farming,temperate-rainforest,true,5,0.22265147,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",311,426,0.73695565,0.81,true,true,45,10,solar,lunar,5,5,organized,organized,true,true,true,true,false,15.763636,9.1,0.1038961,,,,,1,,true,true,true,true,true,4,2,7.6143866,3.2733634,0.04728773,12,0.22593523,0.73708465,36,true,true,true,true,true,true,true,1,1,4,true,6,0,9,0,0,0,0,0,1,,1,,0,0,0,0,1,1,108,128,72,
40,default,yellow-white dwarf (F),false,35.322824,407.52318,276.89055,32.441977,1.5207381,2,false,0.8499224,28.14596,5,sun-like,ambient,0,20,0.68629461,0.40365759,3,0.17067038,0.033689761,tropical-seasonal-forest,22.306096,79,287.05063,farming,temperate-forest,true,3,0.1766537,8,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",500,370,0.495,0.06,true,false,37,40,solar,lunar,8,6,organized,folk,true,true,true,true,false,10.641509,26.615385,0.18691589,,,,,1,,true,true,true,true,true,4,2,6.9952487,3.4104288,0.050729945,12,0.1614786,0.80673063,37,true,true,true,true,true,true,true,3,2,4,true,4,0,7,0,0,0,0,0,1,,1,,0,0,0,0,1,1,432,40,120,
41,default,yellow-white dwarf (F),false,29.232728,785.69124,645.05064,3.9968108,1.3822485,1,false,0.86060394,21.032897,3,red-giant,cyclic,0,23,0.73856257,0.44812774,3,0.12714223,0.032298228,ice,-5.4552796,67,321.62687,farming,temperate-rainforest,true,5,0.22084228,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",421,337,0.72,0.675,true,true,48,17,solar,lunar,4,5,organized,organized,true,true,true,true,false,7.6785714,12.259259,0.095238095,,,,,1,,true,true,true,true,true,4,2,6.7568937,3.3070934,0.041794834,10,0.2248576,0.73075364,36,true,true,true,true,true,true,true,2,3,4,true,1,0,2,0,0,0,0,0,1,,1,,0,0,0,0,1,1,192,126,20,
42,default,yellow dwarf (G),false,21.11712,368.05357,418.29974,0.95930567,0.253804,2,false,4.7005903,22.012258,5,red-giant,cyclic,0,16,0.73250818,0.40567674,3,0.11290953,0.020287095,ice,-9.8202354,59,326.0339,farming,temperate-rainforest,true,5,0.13169663,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",356,529,0.765,0.675,true,true,42,15,solar,lunar,7,6,organized,organized,true,true,true,true,false,9.2857143,11.592593,0.24705882,,,,,1,,true,true,true,true,true,4,2,6.4431293,3.4665879,0.040891558,12,0.18426577,0.74173929,23,true,true,true,true,true,true,true,3,2,3,true,0,0,10,14,0,0,0,0,,,1,1,0,0,0,0,1,1,204,64,30,
43,default,orange dwarf (K),false,32.014807,229.78901,172.26205,17.486596,4.4009505,0,false,-0,,4,sun-like,cyclic,0,16,0.6813388,0.49383284,3,0.20457985,0.038816464,temperate-forest,-0.91291796,89,327.82022,farming,temperate-rainforest,true,5,0.22263081,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",545,421,0.72,0.72,true,true,51,36,solar,solar,2,1,organized,organized,false,true,true,true,false,14.636364,14.342105,0.041666667,,,,,1,,true,true,true,true,true,4,2,7.6760261,2.852381,0.048996631,10,0.26338773,0.68800962,51,true,true,true,true,true,true,true,2,2,3,true,2,2,1,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,162,72,20,
44,default,yellow dwarf (G),false,38.456168,347.55298,216.90334,20.990588,2.4555922,1,false,0.4926356,7.8238561,3,sun-like,cyclic,0,35,0.51538011,0.49916881,3,0.23619452,0.033274742,tropical-seasonal-forest,15.713853,97,284.01031,farming,temperate-forest,true,3,0.32451766,5,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",384,325,0.405,0.06,true,false,38,57,solar,lunar,5,3,organized,folk,true,true,true,true,false,7.5,13.952381,0.10526316,,,,,1,,true,true,true,true,true,4,2,6.6446884,3.3740462,0.053586251,6,0.24008866,0.6694874,23,true,true,true,true,true,true,true,3,2,3,true,3,1,1,13,0,0,0,0,1,1,1,1,0,0,0,0,1,1,30,78,128,
45,default,orange dwarf (K),false,23.459299,219.60728,224.66889,0.33645571,1.5535757,1,false,2.1233431,8.3579438,5,red-giant,ambient,0,23,0.71078072,0.43943614,3,0.1020458,0.02355842,taiga,-13.137225,62,311.82258,farming,temperate-rainforest,true,5,0.21710138,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",406,503,0.675,0.81,true,true,48,12,solar,lunar,5,5,organized,organized,true,true,true,true,false,11.862069,16.318182,0.14634146,,,,,0.8,,true,true,true,true,true,4,2,6.5967658,3.7614863,0.039158244,10,0.24917701,0.59195055,30,true,true,true,true,true,true,true,0,1,3,true,4,4,7,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1350,20,96,
46,default,yellow-white dwarf (F),false,35.245553,541.34997,368.62521,11.835941,0.26393542,3,false,4.9002027,51.374532,2,orange-giant,ambient,0,35,0.69151897,0.49580563,3,0.12030663,0.038499097,ice,-11.92802,70,344.37143,farming,temperate-rainforest,true,5,0.24461855,11,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",456,464,0.72,0.72,true,true,61,7,solar,lunar,11,9,organized,organized,true,true,true,true,false,9.8192771,5.72,0.30357143,,,,,1,,true,true,true,true,true,4,2,7.947338,3.0041789,0.045407939,7,0.37820513,0.73357467,48,true,true,true,true,true,true,true,2,3,4,true,7,1,3,28,0,0,0,0,1,1,1,1,0,0,0,0,1,1,90,168,110,
47,default,yellow-white dwarf (F),false,34.7666,421.40756,290.90511,23.776874,0.37474446,1,false,0.20879261,23.862257,3,red-dwarf,cyclic,0,20,0.67364875,0.44307301,3,0.14706313,0.031761144,tropical-seasonal-forest,19.748861,64,288.53125,farming,temperate-forest,true,2,0.25777977,5,folk,flat,cyclic,"farmer,chief","digger,elders",455,305,0.36,0.06,true,false,28,34,solar,lunar,5,3,folk,folk,true,true,true,true,false,6.5526316,12,0.098765432,,,,,1,,true,true,true,true,true,4,2,6.7364409,3.2805841,0.046506518,8,0.27004788,0.74315463,22,true,true,true,true,true,true,true,3,2,3,true,0,0,3,0,0,0,0,0,,,1,,0,0,0,0,1,1,33,144,84,
48,default,yellow-white dwarf (F),false,33.280165,752.73819,542.83736,1.1639289,0.91634022,1,false,4.1094547,45.663378,4,blue-giant,cyclic,0,11,0.63063327,0.42696629,3,0.17858015,0.0065670622,ice,-6.8945377,81,346.55556,farming,temperate-rainforest,true,5,0.25538665,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",485,449,0.72,0.72,true,true,61,18,solar,lunar,5,5,organized,organized,true,true,true,true,false,16.507042,10.607143,0.089108911,,,,,0.8,,true,true,true,true,true,4,2,7.4840835,3.1843057,0.057028465,7,0.36351619,0.6983812,29,true,true,true,true,true,true,true,1,1,3,true,0,0,5,0,0,0,0,0,,,1,,0,0,0,0,1,1,288,64,66,
49,default,orange dwarf (K),false,28.162123,167.26311,142.54304,20.490833,1.9825708,0,false,-0,,2,blue-giant,eternal,0,16,0.60907671,0.49715856,3,0.23468092,0.023875787,tropical-seasonal-forest,14.911003,88,290.84091,farming,temperate-forest,true,3,0.29332417,3,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",472,407,0.405,0.15634595,true,false,39,47,solar,lunar,3,2,organized,folk,true,true,true,true,false,11.911111,14.313725,0.080808081,,,,,0.66666667,,true,true,true,true,true,4,2,5.9457245,3.6665413,0.041282164,7,0.26915631,0.60740748,20,true,true,true,true,true,true,true,2,1,3,true,2,2,7,4,0,0,0,0,1,1,1,1,0,0,0,0,1,1,360,30,400,
50,default,yellow dwarf (G),false,34.302101,287.30934,201.02046,18.984492,0.69899186,1,false,0.45055058,6.1690855,3,red-giant,cyclic,0,38,0.52419315,0.4680862,3,0.28760803,0.015355696,alpine,4.0222789,107,310.61682,farming,temperate-forest,true,5,0.36654695,6,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",429,466,0.63,0.675,true,true,63,42,solar,lunar,6,4,organized,organized,true,true,true,true,false,23.08,14.22,0.109375,,,,,0.83333333,,true,true,true,true,true,4,2,6.5262516,3.2975826,0.059030321,5,0.38609543,0.67925857,28,true,true,true,true,true,true,true,4,3,6,true,1,0,4,8,0,0,0,0,1,,1,1,0,0,0,0,1,1,126,90,48,
51,default,yellow-white dwarf (F),false,18.689382,740.76136,951.24989,24.69739,0.074815666,1,false,2.2840534,22.556557,5,orange-giant,ambient,0,15,0.74769298,0.45060474,5,0.14108198,0.010497534,alpine,8.5573362,70,296.45714,farming,temperate-rainforest,true,5,0.15858732,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",351,350,0.675,0.72,true,true,39,29,solar,lunar,5,4,organized,organized,true,true,true,true,false,11.163265,16.702703,0.12359551,,,,,1,,true,true,true,true,true,4,2,5.5275262,3.8374291,0.032249402,10,0.21432027,0.67396774,22,true,true,true,true,true,true,true,4,3,4,true,4,2,5,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,198,72,210,
52,default,yellow-white dwarf (F),false,39.000531,592.33706,364.51015,32.007475,1.5467714,0,false,-0,,3,red-giant,ambient,0,32,0.53105317,0.47977511,3,0.27286265,0.015966017,alpine,12.070401,106,290.86792,fishing,shrubland,true,2,0.26180436,2,folk,flat,cyclic,"fisher,chief","digger,elders",420,340,0.091845965,0.06,true,false,49,55,solar,solar,2,2,folk,folk,false,true,true,true,false,12.981132,14.59322,0.035087719,,,,,1,,true,true,true,true,true,4,2,7.2149251,3.0721656,0.064181436,6,0.49075954,0.6342891,43,true,true,true,true,true,true,true,1,1,3,true,0,3,5,7,0,0,0,0,,1,1,1,0,0,0,0,1,1,78,96,100,
53,default,yellow-white dwarf (F),false,24.402809,837.46454,823.6408,28.105163,0.18136033,1,false,5.3752856,58.354009,4,red-giant,cyclic,0,15,0.70450662,0.39185393,3,0.18666081,0.012304087,temperate-forest,-2.4200709,79,359.74684,farming,temperate-rainforest,true,5,0.15085922,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",499,429,0.72,0.72,true,true,62,15,solar,lunar,5,5,organized,organized,true,true,true,true,false,11.125,13.28,0.11111111,,,,,1,,true,true,true,true,true,4,2,6.4824132,3.836646,0.044089644,9,0.20389954,0.77810003,29,true,true,true,true,true,true,true,1,1,5,true,0,4,1,2,0,0,0,0,,1,1,1,0,0,0,0,1,1,360,20,144,
54,default,yellow dwarf (G),false,38.593614,406.70486,252.91533,23.770691,1.213742,3,false,2.3948662,47.065235,3,red-giant,cyclic,0,24,0.50107417,0.51533982,3,0.29441922,0.02372931,alpine,2.9683303,119,302.53782,farming,temperate-forest,true,5,0.28639233,12,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",487,317,0.63,0.675,true,true,69,48,solar,lunar,12,10,organized,organized,true,true,true,true,false,14.032258,12.941176,0.18292683,,,,,1,,true,true,true,true,true,4,2,7.7863056,2.7793981,0.067428348,7,0.52414738,0.68426631,41,true,true,true,true,true,true,true,5,2,5,true,7,4,2,6,0,0,0,0,1,1,1,1,0,0,0,0,1,1,90,72,132,
55,default,yellow-white dwarf (F),false,39.914032,479.85424,288.53266,17.810897,1.541774,0,false,-0,,3,sun-like,cyclic,0,16,0.54782481,0.46469064,3,0.25880084,0.021507739,tropical-seasonal-forest,5.6618586,111,308.8018,fishing,shrubland,true,2,0.19333765,2,folk,flat,cyclic,"fisher,chief","digger,shaper,keeper,elders",352,437,0.082402069,0.63,true,true,58,51,solar,solar,2,1,folk,organized,false,true,true,true,false,11.112903,21.90566,0.033898305,,,,,1,,true,true,true,true,true,4,2,8.4177871,2.5627652,0.074630145,4,0.57105064,0.70140923,37,true,true,true,true,true,true,true,5,2,8,true,0,4,13,0,0,0,0,0,,1,1,,0,0,0,0,1,1,90,28,64,
56,default,yellow-white dwarf (F),false,35.103761,713.48414,487.80013,26.890427,0.79074191,1,false,1.3754083,36.01958,5,orange-giant,cyclic,0,19,0.56230165,0.46343912,3,0.11539964,0.018504956,ice,-21.428621,68,323.27941,farming,temperate-rainforest,true,5,0.28947515,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",508,484,0.72,0.72,true,true,56,10,solar,lunar,5,5,organized,organized,true,true,true,true,false,15.621212,12.85,0.090909091,,,,,1,,true,true,true,true,true,4,2,7.6973212,2.8770063,0.060153313,10,0.49322327,0.65616399,36,true,true,true,true,true,true,true,5,3,8,true,2,2,15,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1404,32,20,
57,default,orange dwarf (K),false,33.584714,283.97689,202.93296,5.5605169,1.4524136,2,false,2.3841603,30.83003,4,blue-giant,ambient,0,8,0.65450906,0.45604862,3,0.068941946,0.0018553782,ice,-21.341938,58,319.22414,farming,temperate-rainforest,true,5,0.15185133,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",358,420,0.72,0.81,true,true,50,6,solar,lunar,7,7,organized,organized,true,true,true,true,false,11.1875,13.85,0.21176471,,,,,1,,true,true,true,true,true,4,2,6.453761,3.4713509,0.045969435,8,0.27713397,0.58902764,19,true,true,true,true,true,true,true,4,4,4,true,3,3,2,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,36,36,32,
58,default,yellow-white dwarf (F),false,30.000967,589.79039,471.8171,12.145118,0.10813173,0,false,-0,,2,orange-giant,cyclic,0,15,0.65987989,0.37194947,3,0.14816171,0.041941311,tundra,-8.1330473,72,334.06944,farming,temperate-rainforest,true,5,0.22774907,1,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",358,457,0.765,0.81,true,true,59,11,solar,solar,1,1,organized,organized,false,true,true,true,false,11.196721,18.153846,0,,,,,1,,true,true,true,true,true,4,2,6.6420941,3.4066373,0.046506518,8,0.24705713,0.55225494,24,true,true,true,true,true,true,true,6,3,3,true,19,2,4,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,39,34,20,
59,default,yellow dwarf (G),false,17.362291,257.2361,355.57903,11.91928,0.43344872,2,true,6.1098531,12.446253,4,blue-giant,cyclic,1,16,0.68905327,0.38517704,5,0.18434158,0.033885064,tropical-seasonal-forest,18.627336,79,279.39241,farming,temperate-rainforest,true,5,0.19219596,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",473,456,0.70295147,0.72,true,true,35,42,solar,lunar,8,7,organized,organized,true,true,true,true,false,11.588235,14.446429,0.2,,,,,0.875,,true,true,true,true,true,4,2,6.0757122,3.7442607,0.04150188,9,0.19015467,0.70285264,24,true,true,true,true,true,true,true,4,5,9,true,1,0,8,4,0,0,0,0,1,,1,1,0,0,0,0,1,1,540,24,192,
60,default,yellow dwarf (G),false,28.848727,272.56684,226.75538,5.5384029,0.3979564,1,false,5.7768299,34.970417,5,sun-like,cyclic,0,39,0.66666667,0.46711586,3,0.19920902,0.062911967,tropical-seasonal-forest,13.880913,88,284.80682,farming,temperate-forest,true,3,0.28130951,4,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",423,355,0.45,0.585,true,true,37,49,solar,lunar,4,4,organized,organized,true,true,true,true,false,8.5555556,13.385965,0.096153846,,,,,1,,true,true,true,true,true,4,2,8.0392898,2.982866,0.052194717,9,0.1900542,0.74085675,58,true,true,true,true,true,true,true,6,6,6,true,15,8,18,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,168,150,80,
61,default,orange dwarf (K),false,23.928258,221.73022,222.39502,34.027561,0.58880085,2,false,4.0564691,17.684881,4,red-giant,cyclic,0,31,0.69542503,0.5339051,3,0.062130755,0.01547776,ice,-21.496782,48,324.5625,farming,temperate-rainforest,true,5,0.25272523,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",519,391,0.72,0.72,true,true,40,6,solar,lunar,8,7,organized,organized,true,true,true,true,false,9.125,8.1,0.29487179,,,,,1,,true,true,true,true,true,4,2,6.0296009,3.5796563,0.033689761,7,0.24695415,0.68892648,28,true,true,true,true,true,true,true,1,0,3,true,0,0,16,16,0,0,0,0,,,1,1,0,0,0,0,1,1,504,84,10,
62,default,yellow dwarf (G),false,33.314842,399.01696,287.45168,22.043868,0.68489265,1,false,2.859991,21.262838,4,red-dwarf,ambient,0,20,0.71932523,0.44663825,3,0.16781407,0.012865583,ice,0.25656489,71,311.78873,farming,temperate-forest,true,3,0.19422458,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",404,377,0.585,0.81,true,true,45,24,solar,lunar,5,4,organized,organized,true,true,true,true,false,13.272727,14.4375,0.077777778,,,,,1,,true,true,true,true,true,4,2,6.0737199,3.3450244,0.043772277,9,0.2932939,0.75517065,23,true,true,true,true,true,true,true,2,1,1,true,2,0,28,0,0,0,0,0,1,,1,,0,0,0,0,1,1,36,96,24,
63,default,yellow dwarf (G),false,34.791858,361.57392,249.41967,34.732608,0.20185504,3,false,7.901103,28.928604,4,red-giant,cyclic,0,35,0.60395,0.51279048,3,0.19032274,0.038303794,ice,-8.7632437,83,342.62651,farming,temperate-rainforest,true,5,0.26332984,12,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",357,395,0.72,0.72,true,true,59,22,solar,lunar,12,10,organized,organized,true,true,true,true,false,7.2168675,13.714286,0.25,,,,,1,,true,true,true,true,true,4,2,7.0490955,3.048401,0.051389092,9,0.28188375,0.76653205,38,true,true,true,true,true,true,true,3,2,5,true,11,3,19,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,60,66,44,
64,default,orange dwarf (K),false,36.752217,238.9771,156.05726,14.500401,0.19722656,2,false,5.6990934,28.935352,5,blue-giant,cyclic,0,27,0.68749085,0.42035778,3,0.03920707,0.016942532,ice,-25.170232,41,267.21951,farming,taiga,true,5,0.19123506,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",319,379,0.675,0.81,true,true,33,6,solar,lunar,8,7,organized,organized,true,true,true,true,false,9.4285714,10.8,0.31506849,,,,,0.875,,true,true,true,true,true,4,2,6.8852356,3.5112507,0.045066159,10,0.246387,0.71640563,24,true,true,true,true,true,true,true,4,1,3,true,5,0,10,0,0,0,0,0,1,,1,,0,0,0,0,1,1,270,120,48,
